"","BNC","Bog_T0","III_Bog_N1","III_Bog_N2","II_Bog_N1","II_Bog_N2","I_Bog_N1","I_Bog_N2"
"FT0248",3336426.53836669,3310561.92015584,3959880.72533359,3505773.15627468,2910906.22042042,3472876.47622638,3517986.29134563,3353044.23363575
"FT0249",1022898.9102194,436152.979661018,824572.315683582,478486.608704359,568135.048231206,546055.843238282,582714.631054678,706112.445064137
"FT0250",1007707.69799692,67314.740681728,359794.914401735,141954.085093497,110827.085421804,172878.777292542,211670.793254385,252516.099616126
"FT0251",256983.19025192,636295.579217206,289178.808158035,274479.167369618,754442.336554445,646774.329150389,583229.567481167,479993.706667482
"FT0252",553991.277800723,771057.210267538,820477.980628327,1360634.36083113,820743.396855651,879221.713020831,853162.528021441,821482.955746931
"FT0253",1102030.94175965,89546.9953181496,77842.4158900178,71711.1382487077,15790.0563260945,70083.7543509966,0,0
"FT0254",382785.80403894,14016.1731834007,1707.78342628766,2049.27231922433,0,0,0,2307.79888081345
"FT0255",0,133284.355589194,166756.713968028,136497.264398214,124092.581276856,92957.3152612529,56101.4405948911,77939.1340113889
"FT0256",309307.601938934,6268.12212837313,3669.88217968162,14411.6878603738,707.656771914422,1833.7370727662,5140.97336007707,0
"FT0257",1138490.79416673,139600.385531344,1646070.94374024,239258.334133417,183269.924568631,302080.170860575,704815.196892739,316831.596598619
"FT0258",1078810.92226564,510323.687053353,747095.293661118,536940.398386936,439754.947631834,437350.127182089,659216.005989092,560064.211003067
"FT0259",202578.778752253,25424.8246020572,0,0,21168.5970370111,0,0,6641.07539273187
"FT0260",547492.74317596,0,1897.36657894699,3438.45885858535,25134.5792451231,42782.0549994175,46264.4349905749,47392.4532029144
"FT0261",336834.557577509,0,0,0,0,0,0,0
"FT0262",758909.694900511,0,0,9558.87112742895,17318.566480102,15320.2585500202,74613.0001537916,68773.1813571248
"FT0263",165272.737746939,19405.862864379,3051.81508246442,0,10602.7374874115,3933.21234423413,2542.66178599723,12502.8210508941
"FT0264",1010442.27041105,10425.6199541053,35932.1509634524,32258.378571135,27190.25237387,62485.1381059933,8488.54494738781,1501.0865635473
"FT0265",1020292.74498047,464582.989194744,647472.277926637,736897.292389462,362879.551276627,628938.046346751,384406.366028767,564333.268678975
"FT0266",190851.619406738,92852.838985353,128831.396516792,105055.430604818,70339.6504010908,82427.483950415,98845.016120138,111277.858474714
"FT0267",24599229.9136153,303973.923854137,1780257.11983721,144540.212105529,62594.9283760228,4354902.35527484,3883712.58538588,2156241.63722083
"FT0268",94854.6361014225,2729.93752825345,0,0,0,12132.3587508311,4095.69177462966,8158.40317217178
"FT0269",749623.581452635,0,0,0,0,0,0,0
"FT0270",118857.392661132,1097.35310045432,726.616398346282,0,908.673064866914,0,0,0
"FT0271",586542.447052801,0,0,0,0,0,0,0
"FT0272",2300843.26796606,38144.605305828,155608.210263319,11192.0684156342,0,243188.196247887,318940.782123972,159918.467923059
"FT0273",305491.424345645,0,0,0,0,0,542.748362634225,0
"FT0274",180024.774459469,0,0,0,0,849.854651534346,0,0
"FT0275",1095203.1706022,11139.5759693945,65863.2091866058,0,0,118044.368790828,147566.911678528,58575.7395625427
"FT0276",165141.294636838,0,0,0,0,0,0,0
"FT0277",3739351.47454929,17798.7602702216,66793.5817026042,26823.7954187425,13225.085999292,26659.9657834218,17624.9177969734,24439.7274219208
"FT0278",738866.365667326,0,6938.72294152483,3460.62345595595,0,0,0,0
"FT0279",241207.074389115,229181.763070518,210442.220809659,267813.314877319,152941.865587861,183709.10383219,120384.950164795,153571.08416235
"FT0280",473055.452138666,109936.506593562,192950.519364125,145570.155787547,81200.8152497844,130853.488429046,107174.275589525,167761.187038909
"FT0281",742720.24979655,11893.575668137,72799.4344936445,30977.4604816498,26939.0588285605,47018.5228145103,24754.2342995736,34812.7541579444
"FT0282",497019.011018414,140838.540041056,55001.7679063871,57953.2679183666,40795.4473459068,82716.2390356524,103794.852992591,113553.501570833
"FT0283",281598.040027442,193683.46827248,5878.93273398912,0,313777.149100814,447704.658813538,0,446114.414317154
"FT0284",377867.74381069,13749.2710680626,0,0,8300.65603660743,0,0,0
"FT0285",325617.51293533,0,0,0,0,0,0,36442.5266882314
"FT0286",440848.312161366,150853.126862655,3334.59384980865,0,0,2618.16626458263,2308.50492179595,0
"FT0287",475285.033937347,188515.988645241,248397.875507946,396669.749214018,317586.596324507,302352.153198496,151624.151529863,134761.331169643
"FT0288",939163.924963768,372781.416610306,680729.360057885,591494.116528844,611330.227190285,674207.121915624,682780.425648189,634578.518631302
"FT0289",614435.953801277,0,0,0,0,0,0,0
"FT0290",397435.641790297,43105.7251195694,68775.943365425,51093.7778677305,25040.4544814727,41701.6262269069,45768.1545353216,57282.1422313059
"FT0291",597677.749401428,170272.848718163,156403.469494991,99352.2513804251,66620.7530308773,79760.8225753869,90485.0141729617,95999.3698615882
"FT0292",1426451.43166573,845849.250558468,433374.439104892,232657.303982599,238638.312590051,280087.313659667,329984.792674008,299957.596589547
"FT0293",71444.455036593,1380538.38887304,343469.762052929,640497.613290755,590280.661669923,643602.237572541,813500.312182059,602349.143315967
"FT0294",532846.317840745,110123.364264925,179407.266553329,219440.050061627,75366.89907297,220829.977682861,48273.1654358848,20631.3008535701
"FT0295",1895951.69746096,2467423.46698676,5782950.08455613,6407518.16595427,5374540.05670955,5777445.52011891,6545537.09758999,6137102.05372618
"FT0296",363514.848413083,18676.9074270487,63544.8961506464,35141.3244788825,25531.1508515646,25975.5189241014,30050.925853104,40148.7242211626
"FT0297",254971.88884533,479.947964972535,9710.95619984621,0,0,1231.31237066231,0,0
"FT0298",6206978.9005218,573053.316260582,1696534.88396052,963729.620770684,591015.028772303,1075996.6427886,2110648.38613768,2340504.93696288
"FT0299",0,145372.493289019,34142.2518633694,77686.8526256433,75606.2594720961,109709.836806825,90628.9475750862,96412.4372289569
"FT0300",244712.156412357,56555.4819570257,88024.4588342656,41203.1899852784,33891.7091987835,53541.2184136631,64712.3346686425,53141.8984220094
"FT0301",403010.814682621,362987.122679874,1230075.08819958,1038902.45876264,731455.640930949,1168522.66045589,1140254.58889161,1204801.15407737
"FT0302",1120981.02856761,105682.240555674,357384.946448784,174485.000574773,114279.477316383,192877.965640868,400246.056774777,452956.535690008
"FT0303",1259108.77245955,84205.1814398979,194300.146096019,90873.0793872939,68596.864955898,131422.781471248,287164.072723179,243944.765708689
"FT0304",194766.977170874,713841.544332275,164259.841138838,190111.250984437,364054.297681912,344014.491949838,370228.18989397,315867.895042064
"FT0305",275671.468470051,85060.6927757807,59830.0502357606,58435.564950748,68012.1332083233,66238.1395514603,56741.1207543919,59085.904264665
"FT0306",0,274184.035023437,97943.9047832013,60853.4705190533,114645.351244791,88864.5353461233,32949.157717492,42955.3372366868
"FT0307",11629.3546716641,294816.995768855,136964.79694272,87680.159507791,80204.6818310332,97274.3126882023,64750.4673495622,71395.8681370357
"FT0308",5596553.09475951,1157094.02989453,1412309.58838793,933865.794551364,1271323.21260462,1320039.17847844,1328147.68447916,1430333.03825878
"FT0309",518007.142402346,107587.75385075,187898.430642934,132692.405124955,242024.717834476,342492.872293529,174611.514177023,279572.964931644
"FT0310",818174.053777901,121584.039821925,209760.144141114,147859.552499343,126828.956570638,145017.316272825,83464.2959256718,161413.296955229
"FT0311",4893462.91717448,1246.23144179768,124276.724893643,20645.310647847,1044.83368427628,27610.3266601385,6328.30703288239,23076.095866063
"FT0312",127789783.102787,3057104.54223633,8970748.21019903,4126581.96770184,2198227.40323662,3974039.68044708,7289972.92296883,7043275.65896135
"FT0313",2884821.04486328,0,67458.6624561302,7334.93854237856,0,8977.90218038918,524.205578956651,3820.0867521429
"FT0314",183502.842419359,0,0,0,0,0,0,0
"FT0315",799233.987121587,0,9602.6087475386,0,0,0,0,0
"FT0316",141928.588963013,32509.3590231366,56078.6402841765,27146.6704574401,25294.1457096174,22955.8013504052,25673.4070340387,37513.3954920205
"FT0317",25073006.0658798,519549.756317139,1328541.09419783,696905.785979824,327530.293016513,699846.153485486,2729848.90441883,1302498.20716337
"FT0318",394789.381116698,144432.778480226,224401.806115257,178477.389872017,217342.759058728,202452.00717041,188286.375039062,246606.351678934
"FT0319",149739.881749673,26752.4750534442,59552.742418158,41981.4001781472,24606.5272316514,35451.646617253,19877.5861630855,39757.7095647278
"FT0320",2703745.88558215,3436132.86758606,1124498.68025879,1446506.85397977,778960.174895833,575621.848327413,10323179.5871423,3182111.49727734
"FT0321",432852.531591796,0,0,3092.02920605144,130126.46046936,0,0,0
"FT0322",141725.241104736,10364.9245160353,6217.20397318133,3978.68001167078,0,3586.69755040017,14123.0599353994,14707.219381225
"FT0323",220684.309590594,38123.3879369137,17207.2132480336,23443.183149197,21898.5722200269,18976.3859177427,96438.2553986927,46265.8762814272
"FT0324",587199.412226138,18284.5350046233,39112.0715412543,43772.4129278404,23916.6022583492,95069.5873625045,19788.1171147431,35565.0638678978
"FT0325",33499193.7350954,3555365.4906625,10735228.1230871,4779750.1175,3257292.00890512,5230325.5372812,9130157.87716949,7017494.8978582
"FT0326",3488262.1880962,295029.436010726,684062.550107334,696946.435561821,257621.532928511,243403.458843839,1417185.98701906,874599.823969898
"FT0327",494601.395802746,0,0,0,536.922374249609,0,0,0
"FT0328",6444478.10467469,771830.450914885,2080662.8568173,970128.03413086,558638.392541579,977139.20967146,1267608.76112381,1384976.23321311
"FT0329",198087.826571905,687866.27170673,925502.311748392,800874.574375383,636640.351125674,480111.222728364,1836204.10009616,791250.582657545
"FT0330",289119.313200335,619339.210365886,207173.798577883,232157.398932757,163411.088696818,107827.857032158,2024624.40498829,437706.337167076
"FT0331",854351.877577598,0,186748.829435708,144291.055528372,49292.1990571804,92230.1036394079,97467.2385810242,92405.4547928094
"FT0332",2602966.96743814,2079.17358134467,135930.348545581,69946.6087616846,30994.5238986343,77663.310041284,75773.1701034558,153601.539045855
"FT0333",140409.869467161,1099528.7635716,1792110.39638294,2180584.19530049,1214761.94103842,928132.454244855,2860119.04355796,1249025.79903808
"FT0334",578655.089656255,795521.953664173,1029591.85460611,755396.948140025,675091.346262724,931729.954321292,1028035.63052816,983659.302871089
"FT0335",292228.995221056,21041.0230251824,28891.1718483455,17070.256759536,13998.7582202034,15668.9834075666,14825.2263579664,29919.8596246236
"FT0336",241750.396837252,1902.54850931363,5666.90147317735,650.128456420295,0,0,786.247991913453,1321.09546878283
"FT0337",123953.251787109,0,1971.96182844785,0,0,0,0,0
"FT0338",391762.483347866,0,11048.551877262,4479.07926241796,0,0,4319.63819531149,0
"FT0339",734001.3869375,0,23836.8992244984,6131.67992330917,14970.4129342375,4690.546168056,8648.58421912819,21936.9877777233
"FT0340",25247.2258174798,199289.826257322,340338.367481993,433263.397982085,224690.651442058,201950.385777246,565851.363090819,208805.376083373
"FT0341",650024.448896489,0,6596.91686528686,18547.9900164165,19918.7243256039,11127.0379581364,8144.41354573054,11068.6924075132
"FT0342",304724.417928473,0,24377.6395577169,0,0,0,0,0
"FT0343",161129.277471244,0,7937.95300353832,0,0,0,682.576049731521,0
"FT0344",710507.761981201,546762.118776592,768608.362210775,459393.809309265,502471.945032918,495708.934308727,573575.391026175,644442.680486506
"FT0345",2159646.46494589,486910.802349414,452296.063902802,451613.946011244,356856.790057136,461025.965653055,455179.993143864,355158.578140186
"FT0346",436349.770972733,103970.21722589,83934.1166159846,81517.6268019703,107097.980236686,131816.841880885,102346.007196675,109507.021319369
"FT0347",181374.41495524,0,0,0,0,0,0,0
"FT0348",449409.21616504,1817.53066552226,37740.2393007757,7927.11161923718,3073.39916191349,11675.8118581123,12647.511684414,11821.4904258906
"FT0349",302754.45205567,13829.8152463017,18855.259852848,9371.09469313246,10762.9019554712,15935.265130523,12922.0442598956,19722.6042282959
"FT0350",87724.6847287323,92443.1988106602,138590.310109798,86204.9910965375,86923.4152697525,84478.5138086886,102660.888608123,117129.347950136
"FT0351",1639971.18046022,0,14673.8766476888,0,4112.85613946732,10589.2362806357,41458.5036835559,105150.092363221
"FT0352",265029.98985908,1292114.04535755,802625.382636459,778755.120067361,1022107.03501642,908265.038784878,826480.557329387,755301.486514216
"FT0353",193414.533737141,622420.275033568,126879.702439433,120538.49805695,144865.132896113,135055.877087666,155689.133337513,155074.756819317
"FT0354",1098672.62929686,168335.082910155,261955.968257814,163014.007042482,249685.673300432,239646.27252764,228775.964979152,201615.440885014
"FT0355",25038.5965439912,118061.874770182,118833.150039196,91293.3183787376,134713.553268673,113157.613865101,88699.8810682912,70065.6085247458
"FT0356",471346.998318069,5982128.69854107,2491043.03024349,2353315.92300898,3761551.7172349,3176852.28205148,2559257.84723572,1841443.61699955
"FT0357",121327.35553418,119960.369792909,0,0,3911.60166656085,4786.14027511297,8267.72022261764,0
"FT0358",261600.831580629,0,0,0,0,0,4924.41065406786,0
"FT0359",1852475.73923913,237857.892448723,111192.528321058,132205.646426569,205523.542077891,219532.453250577,157624.81340073,195865.313052404
"FT0360",815288.689842731,545.281832579886,782.128115495254,0,0,0,0,888.249260423867
"FT0361",410485.880038655,15762.2264508651,50471.0259959855,29041.5403817434,15791.3612702455,30521.4736436078,18106.9302789289,38170.5180887645
"FT0362",35751.2187366062,878842.155505993,336760.416876933,311096.774739646,465664.63307433,378813.652890843,314891.599850507,137416.023654158
"FT0363",144983.324816081,0,0,0,0,0,0,0
"FT0364",515431.950999024,0,145788.152565192,88843.7350747083,102409.463475265,76367.8208343916,84865.6239356749,71035.6830797329
"FT0365",42665.8894192228,1012082.08113171,383748.148431804,857360.84200261,1077962.02911999,671772.067447309,1155530.30488616,1099291.36515445
"FT0366",206547.972067346,250544.199396307,249587.250843599,219198.417479875,143958.210634143,311638.143623047,52786.4029302881,42072.5269249704
"FT0367",173398.548105469,19590.4318969825,24968.5032328359,19960.7078592411,18379.676881533,16003.1200941875,21926.8231131852,21452.1895149403
"FT0368",141883.277431641,44775.6265400175,50701.5690863499,37874.589011629,51066.2049751085,42839.5878241302,127745.702706172,258479.155805609
"FT0369",275561.579333332,41769.6513850015,94142.0982069649,31599.1420695566,7455.21587018107,31125.5863332322,54542.2134918353,67586.7132470335
"FT0370",46241.3735794255,534837.310784434,116526.589754748,54842.8859083478,139190.024067924,130016.561176484,209776.445616283,205492.324674593
"FT0371",147121.295939331,233090.71879887,1560725.89144227,742091.157620011,1077451.4848334,887186.043132272,1914745.84521387,984969.483630378
"FT0372",189905.794669096,0,19986.2386322676,0,0,3510.06575441374,788.211179876058,1197.19787882869
"FT0373",2443057.72261522,454244.892752655,958465.817567661,614026.088907004,545938.343517033,774304.967366855,508477.820659969,842769.818157161
"FT0374",219246.335233968,0,0,0,0,58423.7185013874,0,0
"FT0375",153664.362271395,1048341.32602941,334728.429628055,135812.028458656,425630.166213867,466493.364859442,455815.188925505,422631.86489551
"FT0376",138926.051423242,308346.339526365,554438.750523792,342687.608756512,485563.617416994,741524.762231459,518160.102815917,471795.321911614
